,0
I(y>0.0),2.6826236790391595
I(y>1.0),1.9391424654483387
I(y>2.0),0.4352011734206554
I(y>3.0),-1.0854452928443774
I(y>4.0),-4.399502176067957
Codex,1.3744141486160226
Gemini,0.8145740036380907
field_cb_benefit_presence_strength_code,0.2777366139974945
field_cb_cost_intensity_code,0.3433200377119666
field_cb_cost_presence_strength_code,0.5742755094961404
field_detection_verification_presence_strength_code,-4.824990239574362
field_dppra_a_strength_code,-1.1879859206286687
field_dppra_alignment_score_code,-1.5488269884000672
field_dppra_d_strength_code,2.5066816237169154
field_dppra_p1_strength_code,-0.22779969016908644
field_dppra_p2_strength_code,-1.3516587138937284
field_dppra_r_strength_code,-2.1388351388118414
field_eth_accountability_code,0.8342456131869935
field_eth_autonomy_code,-0.4239224615280272
field_eth_beneficence_eth_code,0.38315646810178405
field_eth_beneficence_mech_code,-0.4804098823701248
field_eth_equity_code,-0.8845896649791594
field_eth_integrity_code,0.8342456131869936
field_eth_justice_code,-0.4578756843048217
field_eth_nonmaleficence_code,0.6876925390682724
field_eth_privacy_code,-1.000831417669057
field_eth_transparency_code,0.35655744748572793
field_int_academic_intensity_code,-5.366593655886791
field_int_assessment_intensity_code,-4.416234072954579
field_int_data_prov_intensity_code,-1.2496313225153026
field_int_epistemic_intensity_code,-1.0844478119703256
field_int_research_intensity_code,-4.108239372859365
field_int_system_tevv_intensity_code,-0.6140096486205553
field_surveillance_monitoring_presence_strength_code,-3.944876983230414
