,0
I(y>0.0),3.5312229331918537
I(y>1.0),2.7484734135244415
I(y>2.0),0.7375978797358593
I(y>3.0),-1.0432462590151113
I(y>4.0),-4.525581478808544
Codex,1.6524410239935934
Gemini,0.7872680249825524
field_cb_benefit_presence_strength_code,0.45687879205293536
field_cb_cost_intensity_code,0.21609179481067373
field_cb_cost_presence_strength_code,0.518951736877621
field_dppra_a_strength_code,-1.4323285960231122
field_dppra_alignment_score_code,-2.0701007788222965
field_dppra_d_strength_code,3.0404582032646035
field_dppra_p1_strength_code,-0.24902566266815998
field_dppra_p2_strength_code,-2.0019023361492976
field_dppra_r_strength_code,-3.055239468583031
field_eth_accountability_code,1.6024886673640195
field_eth_autonomy_code,-0.7591344202003204
field_eth_beneficence_eth_code,0.1721775769004576
field_eth_beneficence_mech_code,-0.3965378919665362
field_eth_equity_code,-0.4230208836859123
field_eth_integrity_code,0.7428190213877613
field_eth_justice_code,-0.4097917764567916
field_eth_nonmaleficence_code,0.597690011660169
field_eth_privacy_code,-0.7717899898885442
field_eth_transparency_code,1.2988547767564285
field_int_academic_intensity_code,-6.150103947656452
field_int_assessment_intensity_code,-5.086460098342948
field_int_data_prov_intensity_code,-1.312965978252222
field_int_epistemic_intensity_code,-1.2407683476262719
field_int_research_intensity_code,-4.713652416529931
field_int_system_tevv_intensity_code,-0.34326881851781427
field_journal_evidence_quality_strength_code,-0.9825383255974661
