,0
I(y>0.0),2.7547921500308643
I(y>1.0),2.020606158305081
I(y>2.0),0.4339192331536271
I(y>3.0),-1.1695387345033514
I(y>4.0),-4.1827137287522165
Codex,1.3591226948903388
Gemini,0.6036476627821808
field_cb_benefit_presence_strength_code,0.27984475643308926
field_cb_cost_intensity_code,0.34546834933358134
field_cb_cost_presence_strength_code,0.5888565606954186
field_detection_verification_presence_strength_code,-4.814481376414704
field_dppra_a_strength_code,-1.8387622662336485
field_dppra_alignment_score_code,-1.977536331182671
field_dppra_d_strength_code,2.8505699921612404
field_dppra_p1_strength_code,-0.9506336613386227
field_dppra_p2_strength_code,-1.818118783530069
field_dppra_r_strength_code,-2.8707116627711877
field_eth_accountability_code,0.6868183609376965
field_eth_autonomy_code,-0.3148837755413635
field_eth_beneficence_eth_code,0.3454683493335817
field_eth_beneficence_mech_code,-0.4554321419842346
field_eth_equity_code,-0.9506336613386227
field_eth_integrity_code,0.8449208231550505
field_eth_justice_code,-0.6388603161979984
field_eth_nonmaleficence_code,0.20213541113516006
field_eth_privacy_code,-1.2423182785666624
field_eth_transparency_code,0.4119197315234305
field_int_academic_intensity_code,-5.180682250251609
field_int_assessment_intensity_code,-4.2060671303613395
field_int_data_prov_intensity_code,-1.589997350720542
field_int_epistemic_intensity_code,-1.0595694483972486
field_int_research_intensity_code,-3.915964200585811
field_int_system_tevv_intensity_code,-1.0920330408699093
field_journal_evidence_quality_strength_code,-0.4983986984182482
field_surveillance_monitoring_presence_strength_code,-3.927956232455201
